Unnamed: 0,year,month,region,state,victim_age,victim_sex,victim_race,victim_race_plus_hispanic,victim_ethnicity,weapon_used,victim_offender_split,offenders_relationship_to_victim,offenders_relationship_to_victim_grouping,offender_sex,circumstance,circumstance_grouping,extra_circumstance_info,multiple_victim_count,incident_id,additional_victim,Latitude,Longitude,Coordinate_Source
194900,2000,12,Southeast,AL,,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274213,False,33.050264,-87.030322,State_Centroid
194901,2000,12,Southeast,AL,,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274214,False,32.516014,-86.739875,State_Centroid
194902,2000,12,Southeast,AL,,Female,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274215,False,32.545395,-86.749244,State_Centroid
194903,2000,12,Southeast,AL,,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274216,False,32.719578,-86.794314,State_Centroid
194904,2000,12,Southeast,AL,22,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274218,False,32.582044,-86.514325,State_Centroid
194905,2000,12,Southeast,AL,25,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274219,False,33.043183,-86.772806,State_Centroid
194906,2000,12,Southeast,AL,72,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Robbery,Felony Type,,0,274220,False,32.668235,-86.657668,State_Centroid
194907,2000,12,Southeast,AL,34,Male,Black,Black,Unknown,rifle,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274221,False,32.571875,-86.783944,State_Centroid
194908,2000,12,Southeast,AL,41,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274222,False,32.563241,-86.89323,State_Centroid
194909,2000,12,Southeast,AL,51,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,common-law husband,Within Family,Female,Other Arguments,Other Than Felony Type,,0,274223,False,32.990202,-86.972538,State_Centroid
194910,2000,12,Southeast,AL,13,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274224,False,33.075514,-86.953628,State_Centroid
194911,2000,12,Southeast,AL,43,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,in-law,Within Family,Male,Other Arguments,Other Than Felony Type,,0,274226,False,33.021371,-86.963345,State_Centroid
194912,2000,12,Southeast,AL,,Female,Unknown,Unknown,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274229,False,32.799616,-86.77179,State_Centroid
194913,2000,12,Southeast,AL,32,Male,Black,Black,Unknown,shotgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274230,False,32.75907,-86.883371,State_Centroid
194914,2000,12,Southeast,AL,34,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other (Other Than Felony Type),Other Than Felony Type,,0,274231,False,32.64738,-87.086844,State_Centroid
194915,2000,12,Southeast,AL,27,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274233,False,33.085433,-86.929653,State_Centroid
194916,2000,12,Southeast,AL,43,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,father,Within Family,Male,Other Arguments,Other Than Felony Type,,0,274234,False,32.897465,-86.659523,State_Centroid
194917,2000,4,Southeast,AL,37,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,other family,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274238,False,32.536582,-86.978978,State_Centroid
194918,2000,5,Southeast,AL,36,Male,Black,Black,Unknown,shotgun,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274239,False,32.865217,-86.851617,State_Centroid
194919,2000,10,Southeast,AL,34,Male,White (includes Mexican-Americans),White,Unknown,rifle,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Narcotic Drug Laws,Felony Type,,0,274241,False,32.721065,-86.780412,State_Centroid
194920,2000,11,Southeast,AL,15,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Children Playing With Gun,Manslaughter by Negligent Circumstances,,0,274242,False,33.036405,-87.014808,State_Centroid
194921,2000,12,Southeast,AL,44,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274245,False,33.054894,-86.630897,State_Centroid
194922,2000,12,Southeast,AL,29,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274249,False,32.957376,-87.086398,State_Centroid
194923,2000,12,Southeast,AL,38,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,girlfriend,Outside Family But Known to Victim,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,274250,False,32.531771,-86.80207,State_Centroid
194924,2000,12,Southeast,AL,23,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,other - known to victim,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274251,False,32.946604,-86.70119,State_Centroid
194925,2000,12,Southeast,AL,24,Male,Black,Black,Unknown,rifle,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,274252,False,32.557709,-87.077817,State_Centroid
194926,2000,12,Southeast,AL,,Unknown,Unknown,Unknown,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274253,False,32.699021,-86.916379,State_Centroid
194927,2000,12,Southeast,AL,24,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274254,False,32.583644,-86.703212,State_Centroid
194928,2000,12,Southeast,AL,,Unknown,Unknown,Unknown,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274257,False,32.965254,-86.517405,State_Centroid
194929,2000,12,Southeast,AL,,Unknown,Unknown,Unknown,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274259,False,32.533491,-86.750469,State_Centroid
194930,2000,12,Southeast,AL,73,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,274262,False,33.082396,-87.011675,State_Centroid
194931,2000,12,Southeast,AL,25,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Robbery,Felony Type,,0,274263,False,32.959973,-86.628256,State_Centroid
194932,2000,12,Southeast,AL,32,Male,Black,Black,Unknown,shotgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Other Arguments,Other Than Felony Type,,0,274264,False,32.75437,-86.498476,State_Centroid
