Unnamed: 0,year,month,region,state,victim_age,victim_sex,victim_race,victim_race_plus_hispanic,victim_ethnicity,weapon_used,victim_offender_split,offenders_relationship_to_victim,offenders_relationship_to_victim_grouping,offender_sex,circumstance,circumstance_grouping,extra_circumstance_info,multiple_victim_count,incident_id,additional_victim,Latitude,Longitude,Coordinate_Source
175963,1998,1,Southeast,AL,37,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,428718,False,32.640645,-86.928234,State_Centroid
175964,1998,2,Southeast,AL,28,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Robbery,Felony Type,,0,428719,False,32.565771,-86.563213,State_Centroid
175965,1998,8,Southeast,AL,21,Male,Black,Black,Unknown,shotgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Narcotic Drug Laws,Felony Type,,0,428721,False,32.858136,-86.808197,State_Centroid
175966,1998,9,Southeast,AL,49,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,mother,Within Family,Male,Other Arguments,Other Than Felony Type,,0,428722,False,32.557191,-86.510793,State_Centroid
175967,1998,9,Southeast,AL,43,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,wife,Within Family,Male,Other Arguments,Other Than Felony Type,,0,428723,False,33.09529,-86.827777,State_Centroid
175968,1998,3,Southeast,AL,61,Female,Black,Black,Unknown,handgun,Multiple Victims/Single Offender,wife,Within Family,Male,Other (Other Than Felony Type),Other Than Felony Type,,1,428724,False,32.984209,-86.678717,State_Centroid
175969,1998,3,Southeast,AL,7,Male,Black,Black,Unknown,handgun,Multiple Victims/Single Offender,unknown,Within Family,Male,Other (Other Than Felony Type),Other Than Felony Type,,1,428724,True,32.803137,-86.857164,State_Centroid
175970,1998,4,Southeast,AL,21,Male,Black,Black,Unknown,rifle,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Robbery,Felony Type,,0,428725,False,32.560956,-86.55316,State_Centroid
175971,1998,4,Southeast,AL,21,Male,Black,Black,Unknown,rifle,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,428727,False,32.879432,-86.993494,State_Centroid
175972,1998,6,Southeast,AL,47,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Narcotic Drug Laws,Felony Type,,0,428728,False,32.654586,-86.766818,State_Centroid
