Unnamed: 0,year,month,region,state,victim_age,victim_sex,victim_race,victim_race_plus_hispanic,victim_ethnicity,weapon_used,victim_offender_split,offenders_relationship_to_victim,offenders_relationship_to_victim_grouping,offender_sex,circumstance,circumstance_grouping,extra_circumstance_info,multiple_victim_count,incident_id,additional_victim,Latitude,Longitude,Coordinate_Source
366340,2017,12,Northwest,AK,22,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,501494,False,61.316186,-152.685643,State_Centroid
366341,2017,4,Northwest,AK,22,Female,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,girlfriend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,501495,False,61.372704,-152.137223,State_Centroid
366342,2017,4,Northwest,AK,17,Male,Black,Black,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other - not specified (Felony Type),Felony Type,,0,501496,False,61.405979,-152.677783,State_Centroid
366343,2017,1,Northwest,AK,19,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Argument Over Money or Property,Other Than Felony Type,,0,501499,False,61.323649,-152.496234,State_Centroid
366344,2017,1,Northwest,AK,17,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Multiple Offenders,acquaintance,Outside Family But Known to Victim,Male,Robbery,Felony Type,,0,501500,False,61.48611,-152.70132,State_Centroid
366345,2017,3,Northwest,AK,32,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Robbery,Felony Type,,0,501503,False,61.502561,-152.335499,State_Centroid
366346,2017,2,Northwest,AK,37,Female,Unknown,Unknown,Unknown,firearm,Single Victim/Single Offender,wife,Within Family,Male,Other Arguments,Other Than Felony Type,,0,501505,False,61.66682,-152.530211,State_Centroid
366347,2017,2,Northwest,AK,29,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Felon Killed by Private Citizen,Justifiable Homicide,Felon Killed in Commission of a Crime,0,501506,False,61.36731,-152.19276,State_Centroid
366348,2017,8,Northwest,AK,51,Female,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,girlfriend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,501507,False,61.432518,-152.362602,State_Centroid
366349,2017,9,Northwest,AK,65,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Robbery,Felony Type,,0,501508,False,61.45172,-152.259723,State_Centroid
366350,2017,12,Northwest,AK,26,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other - not specified (Felony Type),Felony Type,,0,501509,False,61.266793,-152.54842,State_Centroid
366351,2017,12,Northwest,AK,20,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,501510,False,61.362778,-152.603062,State_Centroid
366352,2017,12,Northwest,AK,56,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Felon Killed by Police,Justifiable Homicide,Felon Attacked Police Officer,0,501511,False,61.185994,-152.497711,State_Centroid
366353,2017,9,Northwest,AK,31,Male,White (includes Mexican-Americans),White,Unknown,firearm,Multiple Victims/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other - not specified (Felony Type),Felony Type,,1,501513,False,61.365241,-152.627442,State_Centroid
366354,2017,9,Northwest,AK,48,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Unknown,firearm,Multiple Victims/Single Offender,unknown,Outside Family But Known to Victim,Male,Other - not specified (Felony Type),Felony Type,,1,501513,True,61.092406,-152.631701,State_Centroid
366355,2017,9,Northwest,AK,31,Male,White (includes Mexican-Americans),White,Unknown,firearm,Multiple Victims/Single Offender,unknown,Outside Family But Known to Victim,Male,Other - not specified (Felony Type),Felony Type,,1,501513,True,61.199146,-152.505396,State_Centroid
366356,2017,8,Northwest,AK,35,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,501514,False,61.332713,-152.483967,State_Centroid
366357,2017,8,Northwest,AK,25,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Felon Killed by Private Citizen,Justifiable Homicide,Felon Attacked a Civilian,0,501515,False,61.413465,-152.602835,State_Centroid
366358,2017,8,Northwest,AK,22,Female,Black,Black,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,501516,False,61.358406,-152.452666,State_Centroid
366359,2017,7,Northwest,AK,76,Female,American Indian or Alaskan Native,American Indian or Alaskan Native,Unknown,firearm,Single Victim/Single Offender,wife,Within Family,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,501518,False,61.491516,-152.602734,State_Centroid
366360,2017,10,Northwest,AK,46,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,501519,False,61.229948,-152.622051,State_Centroid
366361,2017,5,Northwest,AK,57,Male,Asian or Pacific Islander,Asian or Pacific Islander,Unknown,firearm,Single Victim/Single Offender,boyfriend,Outside Family But Known to Victim,Female,Brawl Due to Influence of Alcohol,Other Than Felony Type,,0,501520,False,61.308849,-152.409995,State_Centroid
366362,2017,5,Northwest,AK,92,Female,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,wife,Within Family,Male,Other - not specified (Felony Type),Felony Type,,0,501521,False,61.605376,-152.66438,State_Centroid
366363,2017,5,Northwest,AK,40,Female,Black,Black,Unknown,firearm,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Female,Argument Over Money or Property,Other Than Felony Type,,0,501522,False,61.478146,-152.505431,State_Centroid
366364,2017,11,Northwest,AK,48,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Multiple Offenders,stranger,Offender Not Known to Victim,Male,Felon Killed by Police,Justifiable Homicide,Felon Attacked Police Officer,0,501523,False,61.34951,-152.464649,State_Centroid
366365,2017,6,Northwest,AK,21,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Not of Hispanic Origin,rifle,Single Victim/Multiple Offenders,stranger,Offender Not Known to Victim,Male,Felon Killed by Police,Justifiable Homicide,Felon Attacked Police Officer,0,501526,False,61.245411,-152.190752,State_Centroid
366366,2017,4,Northwest,AK,35,Male,Black,Black,Not of Hispanic Origin,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,501529,False,61.253058,-152.568442,State_Centroid
366367,2017,4,Northwest,AK,44,Male,White (includes Mexican-Americans),Hispanic Origin,Hispanic Origin,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,501533,False,61.310109,-152.356151,State_Centroid
366368,2017,5,Northwest,AK,47,Male,White (includes Mexican-Americans),Hispanic Origin,Hispanic Origin,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Other Arguments,Other Than Felony Type,,0,501534,False,61.343096,-152.1117,State_Centroid
366369,2017,2,Northwest,AK,24,Female,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,girlfriend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,501535,False,61.523437,-152.198671,State_Centroid
366370,2017,10,Northwest,AK,41,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Felon Killed by Police,Justifiable Homicide,Felon Killed in Commission of a Crime,0,501538,False,61.448809,-152.141231,State_Centroid
366371,2017,5,Northwest,AK,28,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,girlfriend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,501539,False,61.388002,-152.298304,State_Centroid
366372,2017,10,Northwest,AK,32,Male,Asian or Pacific Islander,Asian or Pacific Islander,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Lover's Triangle,Other Than Felony Type,,0,501541,False,61.309338,-152.310235,State_Centroid
366373,2017,2,Northwest,AK,69,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Not of Hispanic Origin,shotgun,Single Victim/Single Offender,father,Within Family,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,501543,False,61.3191,-152.275494,State_Centroid
366374,2017,4,Northwest,AK,21,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Not of Hispanic Origin,rifle,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Negligent Handling of Gun Which Results in Death of Another,Manslaughter by Negligent Circumstances,,0,501544,False,61.521084,-152.471178,State_Centroid
366375,2017,12,Southeast,AL,18,Male,Black,Black,Not of Hispanic Origin,firearm,Single Victim/Multiple Offenders,acquaintance,Outside Family But Known to Victim,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,501545,False,32.545479,-86.880002,State_Centroid
366376,2017,6,Southeast,AR,33,Male,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,other - known to victim,Outside Family But Known to Victim,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,501547,False,34.870092,-92.516788,State_Centroid
366377,2017,11,Southeast,AR,39,Male,Black,Black,Not of Hispanic Origin,handgun,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,501549,False,35.206044,-92.435876,State_Centroid
366378,2017,6,Southeast,AR,20,Female,Black,Black,Not of Hispanic Origin,handgun,Single Victim/Single Offender,other - known to victim,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,501550,False,34.911526,-92.547516,State_Centroid
366379,2017,12,Southeast,AR,71,Male,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Other Arguments,Other Than Felony Type,,0,501551,False,34.817187,-92.330767,State_Centroid
366380,2017,7,Southeast,AR,57,Female,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,wife,Within Family,Male,Other Arguments,Other Than Felony Type,,0,501552,False,34.765721,-92.335788,State_Centroid
366381,2017,7,Southeast,AR,44,Female,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,stepmother,Within Family,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,501553,False,35.079637,-92.147321,State_Centroid
366382,2017,1,Southeast,AR,26,Female,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,wife,Within Family,Male,Other Arguments,Other Than Felony Type,,0,501556,False,34.70923,-92.306977,State_Centroid
366383,2017,12,Southeast,AR,31,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Other Arguments,Other Than Felony Type,,0,501557,False,35.106703,-92.628666,State_Centroid
366384,2017,2,Southeast,AR,58,Male,Black,Black,Not of Hispanic Origin,firearm,Single Victim/Single Offender,father,Within Family,Male,Other Arguments,Other Than Felony Type,,0,501558,False,35.121137,-92.580029,State_Centroid
366385,2017,1,Southeast,AR,34,Female,White (includes Mexican-Americans),White,Unknown,handgun,Multiple Victims/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,1,501560,False,34.835189,-92.293308,State_Centroid
366386,2017,1,Southeast,AR,26,Female,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Multiple Victims/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,1,501560,True,35.120406,-92.489219,State_Centroid
366387,2017,1,Southeast,AR,25,Male,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Multiple Victims/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,1,501560,True,34.957437,-92.211992,State_Centroid
366388,2017,1,Southeast,AR,34,Male,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Multiple Victims/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,1,501560,True,34.999793,-92.254092,State_Centroid
366389,2017,8,Southeast,AR,31,Female,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Other Arguments,Other Than Felony Type,,0,501567,False,35.162715,-92.387457,State_Centroid
