Unnamed: 0,year,month,region,state,victim_age,victim_sex,victim_race,victim_race_plus_hispanic,victim_ethnicity,weapon_used,victim_offender_split,offenders_relationship_to_victim,offenders_relationship_to_victim_grouping,offender_sex,circumstance,circumstance_grouping,extra_circumstance_info,multiple_victim_count,incident_id,additional_victim,Latitude,Longitude,Coordinate_Source
378374,2018,8,Northwest,AK,37,Male,Black,Black,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other - not specified (Felony Type),Felony Type,,0,101919,False,61.623735,-152.466913,State_Centroid
378375,2018,8,Northwest,AK,33,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,brother,Within Family,Male,Other Arguments,Other Than Felony Type,,0,101920,False,61.613181,-152.478175,State_Centroid
378376,2018,12,Northwest,AK,19,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Argument Over Money or Property,Other Than Felony Type,,0,101922,False,61.631974,-152.598838,State_Centroid
378377,2018,12,Northwest,AK,19,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Argument Over Money or Property,Other Than Felony Type,,0,101923,False,61.668324,-152.586784,State_Centroid
378378,2018,12,Northwest,AK,25,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Argument Over Money or Property,Other Than Felony Type,,0,101924,False,61.393872,-152.583839,State_Centroid
378379,2018,11,Northwest,AK,59,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,101926,False,61.224185,-152.677658,State_Centroid
378380,2018,11,Northwest,AK,23,Female,American Indian or Alaskan Native,American Indian or Alaskan Native,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,101928,False,61.556626,-152.622564,State_Centroid
378381,2018,11,Northwest,AK,27,Male,Black,Black,Unknown,firearm,Single Victim/Multiple Offenders,stranger,Offender Not Known to Victim,Male,Narcotic Drug Laws,Felony Type,,0,101929,False,61.320775,-152.686484,State_Centroid
378382,2018,3,Northwest,AK,20,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Felon Killed by Police,Justifiable Homicide,Felon Attacked Police Officer,0,101930,False,61.216585,-152.472061,State_Centroid
378383,2018,1,Northwest,AK,52,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,101931,False,61.174617,-152.1525,State_Centroid
378384,2018,1,Northwest,AK,19,Female,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Multiple Offenders,stranger,Offender Not Known to Victim,Male,Juvenile Gang Killings,Other Than Felony Type,,0,101932,False,61.169503,-152.205877,State_Centroid
378385,2018,1,Northwest,AK,39,Male,Black,Black,Unknown,firearm,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other - not specified (Felony Type),Felony Type,,0,101933,False,61.354295,-152.455326,State_Centroid
378386,2018,6,Northwest,AK,22,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,101934,False,61.113004,-152.437179,State_Centroid
378387,2018,6,Northwest,AK,48,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Felon Killed by Private Citizen,Justifiable Homicide,Felon Killed in Commission of a Crime,0,101935,False,61.463165,-152.205999,State_Centroid
378388,2018,7,Northwest,AK,48,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Argument Over Money or Property,Other Than Felony Type,,0,101936,False,61.402244,-152.15144,State_Centroid
378389,2018,7,Northwest,AK,15,Male,Asian or Pacific Islander,Asian or Pacific Islander,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,101937,False,61.667175,-152.239879,State_Centroid
378390,2018,7,Northwest,AK,31,Female,Black,Black,Unknown,firearm,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Other Negligent Handling of Gun Which Results in Death of Another,Manslaughter by Negligent Circumstances,,0,101938,False,61.102804,-152.143216,State_Centroid
378391,2018,10,Northwest,AK,29,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Single Offender,neighbor,Outside Family But Known to Victim,Male,Brawl Due to Influence of Alcohol,Other Than Felony Type,,0,101939,False,61.332476,-152.45167,State_Centroid
378392,2018,10,Northwest,AK,35,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Multiple Offenders,acquaintance,Outside Family But Known to Victim,Male,Narcotic Drug Laws,Felony Type,,0,101940,False,61.293984,-152.405872,State_Centroid
378393,2018,9,Northwest,AK,24,Male,Asian or Pacific Islander,Asian or Pacific Islander,Unknown,firearm,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Brawl Due to Influence of Alcohol,Other Than Felony Type,,0,101942,False,61.257562,-152.446405,State_Centroid
378394,2018,3,Northwest,AK,28,Male,White (includes Mexican-Americans),White,Unknown,rifle,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,101943,False,61.320534,-152.373199,State_Centroid
378395,2018,4,Northwest,AK,36,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other - not specified (Felony Type),Felony Type,,0,101944,False,61.164502,-152.438756,State_Centroid
378396,2018,4,Northwest,AK,21,Male,White (includes Mexican-Americans),White,Unknown,firearm,Single Victim/Multiple Offenders,acquaintance,Outside Family But Known to Victim,Male,Lover's Triangle,Other Than Felony Type,,0,101945,False,61.475588,-152.216774,State_Centroid
378397,2018,1,Northwest,AK,32,Male,Black,Black,Unknown,firearm,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,101946,False,61.439366,-152.377579,State_Centroid
378398,2018,4,Northwest,AK,25,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Not of Hispanic Origin,handgun,Single Victim/Multiple Offenders,stranger,Offender Not Known to Victim,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,101947,False,61.650327,-152.305258,State_Centroid
378399,2018,1,Northwest,AK,26,Female,White (includes Mexican-Americans),White,Not of Hispanic Origin,handgun,Single Victim/Single Offender,sister,Within Family,Male,Other (Other Than Felony Type),Other Than Felony Type,,0,101949,False,61.460662,-152.471151,State_Centroid
378400,2018,6,Northwest,AK,27,Male,American Indian or Alaskan Native,American Indian or Alaskan Native,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Lover's Triangle,Other Than Felony Type,,0,101950,False,61.36726,-152.62942,State_Centroid
378401,2018,9,Northwest,AK,23,Female,Asian or Pacific Islander,Asian or Pacific Islander,Unknown,handgun,Single Victim/Single Offender,friend,Outside Family But Known to Victim,Male,Other Negligent Handling of Gun Which Results in Death of Another,Manslaughter by Negligent Circumstances,,0,101955,False,61.451502,-152.524785,State_Centroid
