Unnamed: 0,year,month,region,state,victim_age,victim_sex,victim_race,victim_race_plus_hispanic,victim_ethnicity,weapon_used,victim_offender_split,offenders_relationship_to_victim,offenders_relationship_to_victim_grouping,offender_sex,circumstance,circumstance_grouping,extra_circumstance_info,multiple_victim_count,incident_id,additional_victim,Latitude,Longitude,Coordinate_Source
265754,2007,11,Southeast,AL,27,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Female,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358398,False,32.816453,-86.884515,State_Centroid
265755,2007,4,Southeast,AL,21,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358399,False,32.559193,-86.695843,State_Centroid
265756,2007,5,Southeast,AL,,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358400,False,32.623412,-86.887623,State_Centroid
265757,2007,5,Southeast,AL,,Female,Black,Black,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,Robbery,Felony Type,,0,358401,False,32.944362,-87.020005,State_Centroid
265758,2007,5,Southeast,AL,14,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358402,False,32.591998,-86.88653,State_Centroid
265759,2007,6,Southeast,AL,27,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358403,False,32.988629,-86.50549,State_Centroid
265760,2007,8,Southeast,AL,53,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358404,False,32.688797,-86.69119,State_Centroid
265761,2007,9,Southeast,AL,26,Female,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358405,False,32.828313,-86.53975,State_Centroid
265762,2007,9,Southeast,AL,19,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358406,False,32.688139,-86.673754,State_Centroid
265763,2007,10,Southeast,AL,23,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358407,False,32.902729,-86.766894,State_Centroid
265764,2007,11,Southeast,AL,37,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358408,False,33.011168,-86.579063,State_Centroid
265765,2007,1,Southeast,AL,20,Female,Black,Black,Unknown,handgun,Single Victim/Single Offender,girlfriend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358409,False,32.545461,-86.944063,State_Centroid
265766,2007,1,Southeast,AL,34,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other (Other Than Felony Type),Other Than Felony Type,,0,358410,False,32.620665,-86.767593,State_Centroid
265767,2007,1,Southeast,AL,37,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Argument Over Money or Property,Other Than Felony Type,,0,358412,False,32.671325,-86.914175,State_Centroid
265768,2007,1,Southeast,AL,24,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358413,False,32.939858,-86.82754,State_Centroid
265769,2007,1,Southeast,AL,41,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,other family,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358414,False,32.967601,-86.519496,State_Centroid
265770,2007,1,Southeast,AL,37,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358415,False,33.103196,-86.849936,State_Centroid
265771,2007,2,Southeast,AL,45,Male,Black,Black,Unknown,handgun,Single Victim/Multiple Offenders,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358416,False,32.528755,-86.763827,State_Centroid
265772,2007,2,Southeast,AL,25,Male,Black,Black,Unknown,rifle,Single Victim/Multiple Offenders,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358417,False,33.078331,-86.590932,State_Centroid
265773,2007,2,Southeast,AL,19,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Lover's Triangle,Other Than Felony Type,,0,358418,False,32.748336,-86.52745,State_Centroid
265774,2007,2,Southeast,AL,26,Male,Black,Black,Unknown,handgun,Single Victim/Multiple Offenders,acquaintance,Outside Family But Known to Victim,Male,Brawl Due to Influence of Narcotics,Other Than Felony Type,,0,358419,False,32.60921,-86.50385,State_Centroid
265775,2007,3,Southeast,AL,19,Male,Black,Black,Unknown,rifle,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Lover's Triangle,Other Than Felony Type,,0,358420,False,32.749746,-86.824404,State_Centroid
265776,2007,3,Southeast,AL,46,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358421,False,32.998118,-86.960257,State_Centroid
265777,2007,3,Southeast,AL,21,Male,Black,Black,Unknown,rifle,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358422,False,32.72456,-87.056565,State_Centroid
265778,2007,3,Southeast,AL,22,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Robbery,Felony Type,,0,358423,False,32.786378,-87.003872,State_Centroid
265779,2007,4,Southeast,AL,18,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other Arguments,Other Than Felony Type,,0,358424,False,32.867024,-86.499266,State_Centroid
265780,2007,4,Southeast,AL,51,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Other Arguments,Other Than Felony Type,,0,358426,False,32.726466,-86.517033,State_Centroid
265781,2007,4,Southeast,AL,32,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358427,False,32.969783,-86.923142,State_Centroid
265782,2007,5,Southeast,AL,53,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358428,False,32.963524,-86.799976,State_Centroid
265783,2007,5,Southeast,AL,26,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358429,False,32.697492,-86.998881,State_Centroid
265784,2007,5,Southeast,AL,21,Female,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358431,False,32.683172,-86.818374,State_Centroid
265785,2007,5,Southeast,AL,20,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358432,False,33.05709,-86.862797,State_Centroid
265786,2007,5,Southeast,AL,38,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358433,False,32.810634,-86.816515,State_Centroid
265787,2007,6,Southeast,AL,29,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358435,False,32.555566,-86.804719,State_Centroid
265788,2007,6,Southeast,AL,24,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358436,False,32.656187,-86.779363,State_Centroid
265789,2007,6,Southeast,AL,19,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358437,False,32.685455,-86.801631,State_Centroid
265790,2007,6,Southeast,AL,27,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,unknown,Unknown Relationship,Male,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358438,False,32.722017,-86.953516,State_Centroid
265791,2007,6,Southeast,AL,21,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358439,False,33.103589,-86.746426,State_Centroid
265792,2007,6,Southeast,AL,46,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358440,False,32.844421,-86.897617,State_Centroid
265793,2007,6,Southeast,AL,47,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358441,False,32.527513,-86.881199,State_Centroid
265794,2007,7,Southeast,AL,44,Female,Black,Black,Unknown,handgun,Single Victim/Single Offender,stranger,Offender Not Known to Victim,Male,Prostitution and Commercialized Vice,Felony Type,,0,358442,False,32.678124,-86.86615,State_Centroid
265795,2007,7,Southeast,AL,19,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Brawl Due to Influence of Narcotics,Other Than Felony Type,,0,358443,False,32.65594,-86.909952,State_Centroid
265796,2007,7,Southeast,AL,21,Male,Black,Black,Unknown,handgun,Single Victim/Single Offender,acquaintance,Outside Family But Known to Victim,Male,Brawl Due to Influence of Narcotics,Other Than Felony Type,,0,358444,False,32.836133,-86.690987,State_Centroid
265797,2007,7,Southeast,AL,23,Female,Black,Black,Unknown,handgun,Single Victim/Single Offender,girlfriend,Outside Family But Known to Victim,Male,Other Arguments,Other Than Felony Type,,0,358445,False,33.007761,-86.684728,State_Centroid
265798,2007,7,Southeast,AL,37,Male,Black,Black,Unknown,handgun,Multiple Victims/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,1,358446,False,32.710455,-87.072884,State_Centroid
265799,2007,7,Southeast,AL,42,Male,Black,Black,Unknown,handgun,Multiple Victims/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,1,358446,True,32.708397,-86.899553,State_Centroid
265800,2007,7,Southeast,AL,28,Male,White (includes Mexican-Americans),White,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,Robbery,Felony Type,,0,358447,False,32.910636,-86.67563,State_Centroid
265801,2007,7,Southeast,AL,31,Male,Black,Black,Unknown,handgun,Single Victim/Unknown Offender(s),unknown,Unknown Relationship,Unknown,All instances where the facts provided do not permit determination of circumstances,Unable to Determine Circumstances,,0,358448,False,32.713359,-86.687705,State_Centroid
