Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Coordinate_Display,Google_Maps_Link,Latitude,Longitude,Geocoding Match,Matched Address
1934704,"February 21, 2021",Missouri,Kennett,1615 1st St,1,4,0,0,2,,"36.236572, -90.038952","https://www.google.com/maps?q=36.236571737877,-90.038952492406",36.236571737877,-90.038952492406,Match,"1615 1ST ST, KENNETT, MO, 63857"
1935235,"February 21, 2021",North Carolina,Teachey,Thomas Smith Ln,0,4,0,0,1,,Thomas Smith Ln,,,,No_Match,
1934077,"February 20, 2021",Louisiana,Metairie,6719 Airline Dr,2,2,1,0,0,,"29.977623, -90.207205","https://www.google.com/maps?q=29.97762309118,-90.207205247012",29.97762309118,-90.207205247012,Match,"6719 AIRLINE DR, METAIRIE, LA, 70003"
1933975,"February 20, 2021",Colorado,Grand Junction,1000 block of Teller Ave,1,3,0,0,1,,"39.075475, -108.555870","https://www.google.com/maps?q=39.075475185792,-108.555869844629",39.075475185792,-108.555869844629,Match,"1000 TELLER AVE, GRAND JUNCTION, CO, 81501"
1934181,"February 20, 2021",Illinois,Springfield,1100 block of S Grand Ave W,1,4,0,0,0,,"39.786853, -89.670480","https://www.google.com/maps?q=39.786853246809,-89.670479683848",39.786853246809,-89.670479683848,Match,"1100 S GRAND AVE W, SPRINGFIELD, IL, 62704"
1934225,"February 20, 2021",Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,0,0,1,,"40.145764, -75.317994","https://www.google.com/maps?q=40.145763854693,-75.317994406402",40.145763854693,-75.317994406402,Match,"2912 SWEDE RD, EAST NORRITON, PA, 19401"
1932479,"February 18, 2021",Louisiana,Baton Rouge,2047 N Foster Dr,1,3,0,0,1,,2047 N Foster Dr,,,,No_Match,
1931288,"February 17, 2021",Pennsylvania,Philadelphia,5597 Old York Rd,0,8,0,0,0,,"40.036558, -75.144597","https://www.google.com/maps?q=40.036557689458,-75.144597026496",40.036557689458,-75.144597026496,Match,"5597 OLD YORK RD, PHILADELPHIA, PA, 19141"
1930463,"February 16, 2021",Florida,Saint Petersburg,2968 Emerson Ave S,3,1,0,0,1,,"27.765609, -82.673459","https://www.google.com/maps?q=27.765609429765,-82.673458573404",27.765609429765,-82.673458573404,Match,"2968 EMERSON AVE S, SAINT PETERSBURG, FL, 33712"
1928557,"February 13, 2021",California,San Francisco,3rd St and Quesada Ave,0,6,0,0,0,,3rd St and Quesada Ave,,,,Tie,
1928594,"February 13, 2021",Indiana,Indianapolis,3800 block of N Sherman Dr,0,4,0,0,0,,"39.825724, -86.102791","https://www.google.com/maps?q=39.825724004669,-86.102790830517",39.825724004669,-86.102790830517,Match,"3800 N SHERMAN DR, INDIANAPOLIS, IN, 46226"
1928149,"February 13, 2021",California,Oakland,1000 block of Washington St,0,6,0,0,0,,1000 block of Washington St,,,,No_Match,
1928205,"February 13, 2021",North Carolina,Cary,101 Reed St,1,3,0,0,2,,"35.789903, -78.763195","https://www.google.com/maps?q=35.789903063924,-78.763194870721",35.789903063924,-78.763194870721,Match,"101 REED ST, CARY, NC, 27511"
1926742,"February 11, 2021",Georgia,Columbus,2001 South Lumpkin Rd,1,4,0,0,0,,"32.416942, -84.951076","https://www.google.com/maps?q=32.41694158949,-84.951075978891",32.41694158949,-84.951075978891,Match,"2001 S LUMPKIN RD, COLUMBUS, GA, 31903"
1926701,"February 10, 2021",Georgia,Atlanta,62 Harwell Rd NW,0,4,0,0,0,,"33.753596, -84.492956","https://www.google.com/maps?q=33.753595708642,-84.492955599268",33.753595708642,-84.492955599268,Match,"62 HARWELL RD NW, ATLANTA, GA, 30311"
1924338,"February 9, 2021",Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,0,0,1,,"45.177347, -93.864440","https://www.google.com/maps?q=45.17734672588,-93.864439943977",45.17734672588,-93.864439943977,Match,"755 CROSS ROADS CAMPUS, BUFFALO, MN, 55313"
1924892,"February 9, 2021",Texas,Houston,945 W Little York Rd,0,4,0,0,0,,"29.865259, -95.423412","https://www.google.com/maps?q=29.86525903289,-95.423411858273",29.86525903289,-95.423411858273,Match,"945 W LITTLE YORK RD, HOUSTON, TX, 77091"
1921939,"February 6, 2021",Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,0,0,1,,"35.849558, -86.376190","https://www.google.com/maps?q=35.84955820873,-86.376190101913",35.84955820873,-86.376190101913,Match,"EWING BLVD & WEST ST, MURFREESBORO, TN, 37130"
1921768,"February 6, 2021",Illinois,Bloomingdale,250 W Schick Rd,1,5,0,0,1,,"41.953601, -88.097337","https://www.google.com/maps?q=41.953601141597,-88.097336526109",41.953601141597,-88.097336526109,Match,"250 W SCHICK RD, BLOOMINGDALE, IL, 60108"
1923786,"February 6, 2021",Louisiana,Thibodaux,1100 block of Tiger Dr,0,4,0,0,0,,"29.788135, -90.837407","https://www.google.com/maps?q=29.788134918093,-90.837407218793",29.788134918093,-90.837407218793,Match,"1100 TIGER DR, THIBODAUX, LA, 70301"
1922354,"February 6, 2021",Washington,Tacoma,3634 E McKinley Ave,1,3,0,0,1,,"47.225796, -122.420875","https://www.google.com/maps?q=47.225795766524,-122.420874985155",47.225795766524,-122.420874985155,Match,"3634 MCKINLEY AVE, TACOMA, WA, 98404"
1921641,"February 5, 2021",Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3,0,0,0,,"40.292412, -75.979186","https://www.google.com/maps?q=40.292412496746,-75.979185663795",40.292412496746,-75.979185663795,Match,"360 E WYOMISSING AVE, MOHNTON, PA, 19540"
1924951,"February 5, 2021",Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,0,0,2,,"33.659890, -91.052996","https://www.google.com/maps?q=33.659890396831,-91.05299643239",33.659890396831,-91.05299643239,Match,"1017 BOLLIVAR RD, BENOIT, MS, 38725"
1920771,"February 4, 2021",North Carolina,High Point,2912 W English Rd,1,3,1,0,0,,"35.930445, -80.043029","https://www.google.com/maps?q=35.930445432529,-80.043028727021",35.930445432529,-80.043028727021,Match,"2912 W ENGLISH RD, HIGH POINT, NC, 27262"
1919696,"February 3, 2021",Colorado,Oak Creek,200 block of Wild Hogg Dr,2,2,1,0,0,,200 block of Wild Hogg Dr,,,,No_Match,
1919399,"February 3, 2021",Tennessee,Memphis,800 block of Olympic St,1,3,0,0,0,,"35.160919, -90.016237","https://www.google.com/maps?q=35.160919078389,-90.016237223307",35.160919078389,-90.016237223307,Match,"800 OLYMPIC ST, MEMPHIS, TN, 38107"
1917918,"February 2, 2021",Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,2,3,1,0,0,,"26.176502, -80.284332","https://www.google.com/maps?q=26.176501991504,-80.284332225893",26.176501991504,-80.284332225893,Match,"10100 REFLECTIONS BLVD W, FORT LAUDERDALE, FL, 33351"
1917909,"February 2, 2021",Oklahoma,Muskogee,903 Indiana St,6,1,0,0,1,,"35.732366, -95.347866","https://www.google.com/maps?q=35.732366038731,-95.347866039494",35.732366038731,-95.347866039494,Match,"903 INDIANA ST, MUSKOGEE, OK, 74403"
1917661,"February 1, 2021",New York,Rochester,400 block of Lyell Ave,1,3,0,0,0,,"43.164688, -77.636788","https://www.google.com/maps?q=43.164688307055,-77.636788454826",43.164688307055,-77.636788454826,Match,"400 LYELL AVE, ROCHESTER, NY, 14606"
1916374,"January 30, 2021",New York,Albany,200 block of Central Ave,1,4,0,0,4,,"42.662220, -73.769680","https://www.google.com/maps?q=42.662219504057,-73.769679985452",42.662219504057,-73.769679985452,Match,"200 CENTRAL AVE, ALBANY, NY, 12206"
1914798,"January 29, 2021",Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,2,0,1,2,,"40.473943, -80.063468","https://www.google.com/maps?q=40.473943444244,-80.063468380112",40.473943444244,-80.063468380112,Match,"824 ISLAND AVE, MC KEES ROCKS, PA, 15136"
1914942,"January 28, 2021",Michigan,Flint,1900 block of Tebo St,1,4,0,0,0,,"43.007486, -83.646301","https://www.google.com/maps?q=43.007486175179,-83.646301419927",43.007486175179,-83.646301419927,Match,"1900 TEBO ST, FLINT, MI, 48503"
1913708,"January 27, 2021",California,Santa Ana,1614 S Standard Ave,0,4,0,0,0,,"33.726049, -117.856546","https://www.google.com/maps?q=33.726049126361,-117.856546459084",33.726049126361,-117.856546459084,Match,"1614 S STANDARD AVE, SANTA ANA, CA, 92707"
1911026,"January 25, 2021",District of Columbia,Washington,1406 Good Hope Rd SE,1,3,0,1,2,,"38.866807, -76.985003","https://www.google.com/maps?q=38.866807354929,-76.985002727462",38.866807354929,-76.985002727462,Match,"1406 GOOD HOPE RD SE, WASHINGTON, DC, 20020"
1910619,"January 24, 2021",Nevada,Las Vegas,W Wilson Ave and H St,0,5,0,0,0,,"36.178204, -115.151847","https://www.google.com/maps?q=36.178203717009,-115.151847165603",36.178203717009,-115.151847165603,Match,"W WILSON AVE & H ST, LAS VEGAS, NV, 89106"
1910136,"January 24, 2021",Indiana,Indianapolis,3540 Adams St,5,1,0,0,1,,"39.820744, -86.108458","https://www.google.com/maps?q=39.820743724567,-86.108458059966",39.820743724567,-86.108458059966,Match,"3540 ADAMS ST, INDIANAPOLIS, IN, 46218"
1909849,"January 22, 2021",Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,0,0,1,,217 E Martin Luther King Jr Blvd,,,,No_Match,
1905423,"January 18, 2021",Pennsylvania,Tobyhanna,960 PA-196,0,4,0,0,5,,"41.184768, -75.356564","https://www.google.com/maps?q=41.184768343637,-75.35656395377",41.184768343637,-75.35656395377,Match,"960 RTE 196, TOBYHANNA, PA, 18466"
1904063,"January 17, 2021",Arizona,Phoenix,2340 W Northern Ave,0,5,0,0,0,,"33.553181, -112.109020","https://www.google.com/maps?q=33.553180905326,-112.109019943464",33.553180905326,-112.109019943464,Match,"2340 W NORTHERN AVE, PHOENIX, AZ, 85021"
1904036,"January 17, 2021",Arizona,Phoenix,2236 E University Dr,1,6,0,0,0,,"33.424006, -112.033851","https://www.google.com/maps?q=33.424006249998,-112.033851339038",33.424006249998,-112.033851339038,Match,"2236 E UNIVERSITY DR, PHOENIX, AZ, 85034"
1905360,"January 16, 2021",Illinois,Kankakee,600 block of N Evergreen Ave,0,4,0,1,1,,"41.125577, -87.851396","https://www.google.com/maps?q=41.125576580981,-87.851396381768",41.125576580981,-87.851396381768,Match,"600 N EVERGREEN AVE, KANKAKEE, IL, 60901"
1903058,"January 15, 2021",Pennsylvania,Philadelphia,5000 block of N 10th St,0,4,0,0,0,,"40.028314, -75.140043","https://www.google.com/maps?q=40.028313872737,-75.140042704233",40.028313872737,-75.140042704233,Match,"5000 N 10TH ST, PHILADELPHIA, PA, 19141"
1899819,"January 11, 2021",Florida,Miami,2491 NE 58th St,0,4,0,0,0,,"25.827666, -80.238691","https://www.google.com/maps?q=25.827666317819,-80.238691417837",25.827666317819,-80.238691417837,Match,"2491 NW 58TH ST, MIAMI, FL, 33142"
1898261,"January 9, 2021",Illinois,Evanston,100 Asbury Ave,5,2,1,0,0,,"42.019883, -87.690242","https://www.google.com/maps?q=42.019883489661,-87.690241512368",42.019883489661,-87.690241512368,Match,"100 ASBURY AVE, EVANSTON, IL, 60202"
1897878,"January 9, 2021",Texas,Houston,5828 Martin Luther King Blvd,1,3,0,0,0,,"29.696989, -95.337189","https://www.google.com/maps?q=29.69698850445,-95.337189208314",29.69698850445,-95.337189208314,Match,"5828 MARTIN LUTHER KING JR BLVD, HOUSTON, TX, 77021"
1896774,"January 7, 2021",District of Columbia,Washington,1300 block of Columbia Rd NW,0,5,0,0,0,,"38.927579, -77.029777","https://www.google.com/maps?q=38.927578587995,-77.029776741424",38.927578587995,-77.029776741424,Match,"1300 COLUMBIA RD NW, WASHINGTON, DC, 20009"
1896384,"January 6, 2021",Texas,Livingston,201 Maple Ln,2,2,0,0,3,,"30.693269, -94.928431","https://www.google.com/maps?q=30.693269371418,-94.928430550584",30.693269371418,-94.928430550584,Match,"201 MAPLE LN, LIVINGSTON, TX, 77351"
1896252,"January 6, 2021",Virginia,Manassas,10010 Ellis Rd,2,3,1,0,0,,"38.737142, -77.426558","https://www.google.com/maps?q=38.737142047995,-77.426557946896",38.737142047995,-77.426557946896,Match,"10010 ELLIS RD, MANASSAS, VA, 20111"
1894822,"January 4, 2021",Louisiana,New Orleans,1600 block of N Galvez St,0,4,0,0,0,,"29.975712, -90.070021","https://www.google.com/maps?q=29.975712427161,-90.070020851379",29.975712427161,-90.070020851379,Match,"1600 N GALVEZ ST, NEW ORLEANS, LA, 70119"
1894979,"January 4, 2021",Florida,Tampa,1225 S 78th St,0,4,0,1,0,,"27.937228, -82.368726","https://www.google.com/maps?q=27.93722754072,-82.368725557683",27.93722754072,-82.368725557683,Match,"1225 S 78TH ST, TAMPA, FL, 33619"
1894941,"January 4, 2021",Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,0,0,0,,"26.149039, -80.199728","https://www.google.com/maps?q=26.149038527274,-80.199728153313",26.149038527274,-80.199728153313,Match,"1828 NW 38TH AVE, FORT LAUDERDALE, FL, 33311"
1893877,"January 3, 2021",California,Santa Barbara,1200 block of Liberty St,2,2,0,0,3,,"34.421545, -119.670957","https://www.google.com/maps?q=34.421544651525,-119.670957119017",34.421544651525,-119.670957119017,Match,"1200 LIBERTY ST, SANTA BARBARA, CA, 93103"
1893953,"January 3, 2021",Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,0,0,1,,"45.537106, -122.477242","https://www.google.com/maps?q=45.537105513662,-122.477241545592",45.537105513662,-122.477241545592,Match,"NE 181ST AVE & NE SAN RAFAEL ST, PORTLAND, OR, 97230"
1893327,"January 3, 2021",Texas,Houston,2900 Travis St,1,3,0,1,1,,"29.743989, -95.376563","https://www.google.com/maps?q=29.74398949449,-95.376563137837",29.74398949449,-95.376563137837,Match,"2900 TRAVIS ST, HOUSTON, TX, 77006"
1893754,"January 3, 2021",Florida,Miami,3632 NW 25th Ave,0,6,0,0,0,,"25.809489, -80.238256","https://www.google.com/maps?q=25.80948949122,-80.23825647095",25.80948949122,-80.23825647095,Match,"3632 NW 25TH AVE, MIAMI, FL, 33142"
1893601,"January 3, 2021",Louisiana,Shreveport,6900 block of Jewella Ave,2,3,0,0,0,,"32.442988, -93.797490","https://www.google.com/maps?q=32.442988395118,-93.797489664529",32.442988395118,-93.797489664529,Match,"6900 JEWELLA AVE, SHREVEPORT, LA, 71108"
1893744,"January 3, 2021",Florida,Miami,10525 NW 24th Ave,0,8,0,0,0,,"25.870506, -80.238415","https://www.google.com/maps?q=25.870505584129,-80.238414622091",25.870505584129,-80.238414622091,Match,"10525 NW 24TH AVE, MIAMI, FL, 33147"
1892034,"January 1, 2021",Arkansas,Fort Smith,3211 Towson Ave,0,6,0,1,1,,"35.353637, -94.422063","https://www.google.com/maps?q=35.35363666403,-94.422062888193",35.35363666403,-94.422062888193,Match,"3211 TOWSON AVE, FORT SMITH, AR, 72901"
1892704,"January 1, 2021",Texas,Amarillo,2650 Dumas Dr,1,3,0,0,1,,"35.240847, -101.830909","https://www.google.com/maps?q=35.240846840041,-101.830908683617",35.240846840041,-101.830908683617,Match,"2650 DUMAS DR, AMARILLO, TX, 79107"
1891720,"January 1, 2021",Illinois,Galesburg,1000 block of Monroe St,0,4,0,0,1,,"40.959266, -90.381799","https://www.google.com/maps?q=40.959266426598,-90.381799014719",40.959266426598,-90.381799014719,Match,"1000 MONROE ST, GALESBURG, IL, 61401"
1892114,"January 1, 2021",Iowa,Sioux City,2637 S Walker St,1,4,0,0,3,,"42.462916, -96.331636","https://www.google.com/maps?q=42.46291606835,-96.331636463725",42.46291606835,-96.331636463725,Match,"2637 S WALKER ST, SIOUX CITY, IA, 51106"
