Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Coordinate_Display,Google_Maps_Link,Latitude,Longitude,Geocoding Match,Matched Address,County_Name,County_FIPS,State_FIPS,County_State
3088976,"December 6, 2024",Alabama,Theodore,5375 Laurendine Rd,1,6,0,0,0,,"30.501732, -88.167003","https://www.google.com/maps?q=30.501731942554,-88.167003018781",30.501731942554,-88.167003018781,Match,"5375 LAURENDINE RD, THEODORE, AL, 36582",Mobile,097,01,"Mobile, 01"
3085310,"December 2, 2024",Illinois,Chicago,3511 W 59th St,3,5,0,0,2,,"41.786074, -87.710945","https://www.google.com/maps?q=41.786074024946,-87.710945337852",41.786074024946,-87.710945337852,Match,"3511 W 59TH ST, CHICAGO, IL, 60629",Cook,031,17,"Cook, 17"
3084870,"December 1, 2024",Florida,Hollywood,2930 Hollywood Blvd,2,2,0,0,0,,"26.010778, -80.165014","https://www.google.com/maps?q=26.010778167889,-80.165013723887",26.010778167889,-80.165013723887,Match,"2930 HOLLYWOOD BLVD, HOLLYWOOD, FL, 33020",Broward,011,12,"Broward, 12"
3084917,"December 1, 2024",North Carolina,Red Springs,114 S Main St,0,5,0,0,0,,"34.816114, -79.182425","https://www.google.com/maps?q=34.816113880776,-79.18242459133",34.816113880776,-79.18242459133,Match,"114 MAIN ST, RED SPRINGS, NC, 28377",Robeson,155,37,"Robeson, 37"
3084726,"December 1, 2024",Louisiana,New Orleans,700 block of Canal St,0,4,0,0,1,,"29.953093, -90.069266","https://www.google.com/maps?q=29.953092753453,-90.069265850355",29.953092753453,-90.069265850355,Match,"700 CANAL ST, NEW ORLEANS, LA, 70130",Orleans,071,22,"Orleans, 22"
3084397,"November 29, 2024",Florida,Bradenton,5012 15th St E,0,5,0,0,1,,5012 15th St E,,,,No_Match,,,,,
3083179,"November 28, 2024",Texas,San Antonio,600 block of Potomac St,2,2,0,0,1,,"29.422909, -98.463990","https://www.google.com/maps?q=29.422908680041,-98.463989954328",29.422908680041,-98.463989954328,Match,"600 POTOMAC ST, SAN ANTONIO, TX, 78202",Bexar,029,48,"Bexar, 48"
3081839,"November 26, 2024",Tennessee,Jackson,Wallace Rd and Fairmeadow Cove,1,4,0,0,3,,Wallace Rd and Fairmeadow Cove,,,,No_Match,,,,,
3081420,"November 25, 2024",Florida,Miami,1600 block of NW 59th St,0,4,0,0,1,,"25.829537, -80.223810","https://www.google.com/maps?q=25.829537383447,-80.223809701883",25.829537383447,-80.223809701883,Match,"1600 NW 59TH ST, MIAMI, FL, 33142",Miami-Dade,086,12,"Miami-Dade, 12"
3080239,"November 24, 2024",Colorado,Denver,Montview Blvd and Quebec St,0,4,0,0,0,,"39.747441, -104.903445","https://www.google.com/maps?q=39.747440573906,-104.903445410536",39.747440573906,-104.903445410536,Match,"MONTVIEW BLVD & QUEBEC ST, DENVER, CO, 80220",Denver,031,08,"Denver, 08"
3115822,"November 24, 2024",Illinois,Venice,1426 Broadway,0,12,0,0,1,,"38.678079, -90.159305","https://www.google.com/maps?q=38.678078948845,-90.159304990067",38.678078948845,-90.159304990067,Match,"1426 BROADWAY, VENICE, IL, 62090",Madison,119,17,"Madison, 17"
3080319,"November 24, 2024",Missouri,Saint Louis,700 block of Carr St,2,3,0,0,0,,"38.635099, -90.189552","https://www.google.com/maps?q=38.635099425306,-90.189552433083",38.635099425306,-90.189552433083,Match,"700 CARR ST, SAINT LOUIS, MO, 63101",St. Louis,510,29,"St. Louis, 29"
3077345,"November 21, 2024",Louisiana,New Orleans,716 Iberville St,1,3,0,0,2,,"29.954136, -90.068398","https://www.google.com/maps?q=29.954135873401,-90.068398213527",29.954135873401,-90.068398213527,Match,"716 IBERVILLE ST, NEW ORLEANS, LA, 70130",Orleans,071,22,"Orleans, 22"
3074550,"November 18, 2024",Colorado,Denver,7150 Leetsdale Dr,0,4,0,0,1,,"39.698915, -104.904757","https://www.google.com/maps?q=39.698914950954,-104.904757103233",39.698914950954,-104.904757103233,Match,"7150 LEETSDALE DR, DENVER, CO, 80224",Denver,031,08,"Denver, 08"
3074150,"November 17, 2024",Louisiana,New Orleans,1841 Almonaster Ave,0,9,0,1,1,,"29.976527, -90.047763","https://www.google.com/maps?q=29.976526830454,-90.047763255439",29.976526830454,-90.047763255439,Match,"1841 ALMONASTER AVE, NEW ORLEANS, LA, 70117",Orleans,071,22,"Orleans, 22"
3074162,"November 17, 2024",Mississippi,Sandy Hook,50 block of Sunlight Church Rd,1,3,0,0,1,,"31.015237, -89.835782","https://www.google.com/maps?q=31.015236678791,-89.835781735125",31.015236678791,-89.835781735125,Match,"50 SUNLIGHT CHURCH RD, SANDY HOOK, MS, 39478",Marion,091,28,"Marion, 28"
3074461,"November 17, 2024",Ohio,Columbus,1700 block of Parsons Ave,0,4,0,0,0,,"39.928620, -82.984065","https://www.google.com/maps?q=39.928619772368,-82.984065148975",39.928619772368,-82.984065148975,Match,"1700 PARSONS AVE, COLUMBUS, OH, 43207",Franklin,049,39,"Franklin, 39"
3073211,"November 16, 2024",California,Lancaster,44502 N Tabler Ave,4,0,0,0,1,,"34.692193, -118.116442","https://www.google.com/maps?q=34.692192620719,-118.116442407153",34.692192620719,-118.116442407153,Match,"44502 TABLER AVE, LANCASTER, CA, 93535",Los Angeles,037,06,"Los Angeles, 06"
3073900,"November 16, 2024",California,Riverside,11240 Town and Country Dr,0,4,0,0,1,,"33.899334, -117.476340","https://www.google.com/maps?q=33.899333969935,-117.476339866573",33.899333969935,-117.476339866573,Match,"11240 TOWN & COUNTRY DR, RIVERSIDE, CA, 92505",Riverside,065,06,"Riverside, 06"
3073377,"November 15, 2024",California,National City,1003 N Ave,1,4,0,0,1,,"32.677933, -117.091754","https://www.google.com/maps?q=32.67793304389,-117.091753926581",32.67793304389,-117.091753926581,Match,"1003 N AVE, NATIONAL CITY, CA, 91950",San Diego,073,06,"San Diego, 06"
3068250,"November 10, 2024",Alabama,Tuskegee,1200 W Montgomery Rd,1,15,0,0,2,,"32.428894, -85.708228","https://www.google.com/maps?q=32.428893992485,-85.708228334827",32.428893992485,-85.708228334827,Match,"1200 W MONTGOMERY RD, TUSKEGEE INST, AL, 36088",Macon,087,01,"Macon, 01"
3069059,"November 10, 2024",Kansas,Wichita,1918 S. Laura St,4,0,1,0,0,,"37.658566, -97.323753","https://www.google.com/maps?q=37.658565693841,-97.323752534565",37.658565693841,-97.323752534565,Match,"1918 S LAURA ST, WICHITA, KS, 67211",Sedgwick,173,20,"Sedgwick, 20"
3068792,"November 10, 2024",Georgia,Atlanta,807 Conley Rd SE,0,4,0,0,0,,"33.649497, -84.361667","https://www.google.com/maps?q=33.649497442414,-84.361667318864",33.649497442414,-84.361667318864,Match,"807 CONLEY RD SE, ATLANTA, GA, 30354",Fulton,121,13,"Fulton, 13"
3070076,"November 10, 2024",Mississippi,Laurel,711 N 10th Ave,0,5,0,0,1,,"31.698197, -89.138564","https://www.google.com/maps?q=31.69819738304,-89.13856422123",31.69819738304,-89.13856422123,Match,"711 N 10TH AVE, LAUREL, MS, 39440",Jones,067,28,"Jones, 28"
3068207,"November 9, 2024",Louisiana,Lafayette,405 E University Dr,2,2,0,0,6,,"30.215203, -92.016084","https://www.google.com/maps?q=30.215203470497,-92.016084206241",30.215203470497,-92.016084206241,Match,"405 E UNIVERSITY AVE, LAFAYETTE, LA, 70503",Lafayette,055,22,"Lafayette, 22"
3066982,"November 8, 2024",Pennsylvania,Mount Joy,330 E Main St,2,2,1,0,0,,"40.109043, -76.495168","https://www.google.com/maps?q=40.10904328701,-76.495168257624",40.10904328701,-76.495168257624,Match,"330 E MAIN ST, MOUNT JOY, PA, 17552",Lancaster,071,42,"Lancaster, 42"
3067777,"November 8, 2024",Virginia,Lynchburg,6113 Fort Ave,0,5,0,0,0,,"37.370439, -79.196931","https://www.google.com/maps?q=37.370438686589,-79.196931060764",37.370438686589,-79.196931060764,Match,"6113 FORT AVE, LYNCHBURG, VA, 24502",Lynchburg,680,51,"Lynchburg, 51"
3066653,"November 7, 2024",Pennsylvania,Pittsburgh,800 block of Mt Pleasant Rd,1,3,0,0,1,,"40.476176, -79.997700","https://www.google.com/maps?q=40.476176457096,-79.997700493674",40.476176457096,-79.997700493674,Match,"800 MOUNT PLEASANT RD, PITTSBURGH, PA, 15214",Allegheny,003,42,"Allegheny, 42"
3066278,"November 7, 2024",Minnesota,Duluth,6009 Tacony St,4,0,1,0,0,,"46.745730, -92.173480","https://www.google.com/maps?q=46.745730101441,-92.17347964156",46.745730101441,-92.17347964156,Match,"6009 TACONY ST, DULUTH, MN, 55807",St. Louis,137,27,"St. Louis, 27"
3063083,"November 3, 2024",Oklahoma,Stillwater,2020 E Lakeview Rd,0,4,0,0,0,,2020 E Lakeview Rd,,,,No_Match,,,,,
3063027,"November 3, 2024",Michigan,Detroit,6300 block of Devereaux St,2,5,0,0,3,,"42.339327, -83.126396","https://www.google.com/maps?q=42.339327057386,-83.126395580858",42.339327057386,-83.126395580858,Match,"6300 DEVEREAUX ST, DETROIT, MI, 48210",Wayne,163,26,"Wayne, 26"
3062444,"November 2, 2024",Nevada,Reno,715 S Virginia St,1,3,0,0,1,,"39.517991, -119.809228","https://www.google.com/maps?q=39.517991062825,-119.809227632905",39.517991062825,-119.809227632905,Match,"715 SOUTH VIRGINIA ST, RENO, NV, 89501",Washoe,031,32,"Washoe, 32"
3062297,"November 2, 2024",Maryland,Elkton,50 block of Chestnut Dr,2,2,0,0,1,,"39.659252, -75.802188","https://www.google.com/maps?q=39.659251514848,-75.802187968246",39.659251514848,-75.802187968246,Match,"50 CHESTNUT DR, ELKTON, MD, 21921",Cecil,015,24,"Cecil, 24"
3061364,"November 1, 2024",Florida,Orlando,E Central Blvd and N Orange Ave,2,7,0,0,1,,"28.542136, -81.379023","https://www.google.com/maps?q=28.542135656663,-81.379022891515",28.542135656663,-81.379022891515,Match,"E CENTRAL BLVD & N ORANGE AVE, ORLANDO, FL, 32801",Orange,095,12,"Orange, 12"
3061376,"November 1, 2024",Colorado,Denver (Northglenn),248 Belford Dr,3,3,0,0,0,,"39.877316, -104.990209","https://www.google.com/maps?q=39.87731618219,-104.990208810217",39.87731618219,-104.990208810217,Match,"248 BELFORD DR, NORTHGLENN, CO, 80260",Adams,001,08,"Adams, 08"
3061407,"November 1, 2024",Connecticut,New Haven,Church St and Center St,0,4,0,1,1,,"41.305330, -72.926274","https://www.google.com/maps?q=41.305329590763,-72.926274363121",41.305329590763,-72.926274363121,Match,"CHURCH ST & CENTER ST, NEW HAVEN, CT, 06510",South Central Connecticut,170,09,"South Central Connecticut, 09"
3061008,"October 31, 2024",Delaware,Wilmington,1300 block of E 28th St,1,3,0,0,0,,"39.750094, -75.525945","https://www.google.com/maps?q=39.750094372044,-75.525944509235",39.750094372044,-75.525944509235,Match,"1300 E 28TH ST, WILMINGTON, DE, 19802",New Castle,003,10,"New Castle, 10"
3060963,"October 30, 2024",Florida,Dade City,Starline Dr,0,4,0,0,0,,Starline Dr,,,,No_Match,,,,,
3058359,"October 28, 2024",Tennessee,Memphis,3717 Robin Park Cir,0,5,0,0,0,,"35.081968, -89.938181","https://www.google.com/maps?q=35.081968141805,-89.938180878971",35.081968141805,-89.938180878971,Match,"3717 ROBIN PARK CIR, MEMPHIS, TN, 38111",Shelby,157,47,"Shelby, 47"
3057385,"October 27, 2024",Michigan,Kalamazoo,1100 block of W Paterson St,0,6,0,0,0,,"42.303439, -85.599210","https://www.google.com/maps?q=42.303438561605,-85.599210337528",42.303438561605,-85.599210337528,Match,"1100 W PATERSON ST, KALAMAZOO, MI, 49007",Kalamazoo,077,26,"Kalamazoo, 26"
3059425,"October 27, 2024",Mississippi,Clarksdale,1400 block of Choctaw St,1,3,0,0,0,,"34.203603, -90.583930","https://www.google.com/maps?q=34.203602589304,-90.583929676839",34.203602589304,-90.583929676839,Match,"1400 CHOCTAW ST, CLARKSDALE, MS, 38614",Coahoma,027,28,"Coahoma, 28"
3057339,"October 27, 2024",California,Redding,21199 CA-299,1,5,0,0,1,,"40.631243, -122.269557","https://www.google.com/maps?q=40.631243322708,-122.269557071994",40.631243322708,-122.269557071994,Match,"21199 STATE HWY 299 E, REDDING, CA, 96003",Shasta,089,06,"Shasta, 06"
3057226,"October 27, 2024",Texas,Corpus Christi,5400 block of S Staples St,2,2,0,0,0,,"27.702898, -97.372893","https://www.google.com/maps?q=27.702898361844,-97.372893495955",27.702898361844,-97.372893495955,Match,"5400 S STAPLES ST, CORPUS CHRISTI, TX, 78411",Nueces,355,48,"Nueces, 48"
3057212,"October 27, 2024",Texas,Corpus Christi,1000 block of Winnebago St,0,5,0,0,0,,"27.799397, -97.401093","https://www.google.com/maps?q=27.799397495611,-97.401092694284",27.799397495611,-97.401092694284,Match,"1000 WINNEBAGO ST, CORPUS CHRISTI, TX, 78401",Nueces,355,48,"Nueces, 48"
3056901,"October 26, 2024",Pennsylvania,Mc Kees Rocks,Meyers St and Ridge Way,2,2,0,0,0,,Meyers St and Ridge Way,,,,No_Match,,,,,
3057141,"October 26, 2024",North Carolina,Durham,231 Eagle Campus Dr,0,4,0,0,1,,231 Eagle Campus Dr,,,,No_Match,,,,,
3057300,"October 26, 2024",California,Fresno,L St and Amador St,0,6,0,0,0,,"36.743287, -119.796782","https://www.google.com/maps?q=36.743286962967,-119.796782306743",36.743286962967,-119.796782306743,Match,"L ST & AMADOR ST, FRESNO, CA, 93721",Fresno,019,06,"Fresno, 06"
3059693,"October 26, 2024",Alabama,Union Springs,300 block of Waugh St,2,3,0,0,0,,"32.138650, -85.714831","https://www.google.com/maps?q=32.138650138502,-85.714830631174",32.138650138502,-85.714830631174,Match,"300 WAUGH ST, UNION SPRINGS, AL, 36089",Bullock,011,01,"Bullock, 01"
3056266,"October 24, 2024",Texas,Waco,1700 block of N 7th St,0,4,0,0,0,,1700 block of N 7th St,,,,No_Match,,,,,
3054690,"October 23, 2024",Alabama,Montgomery,1000 block of Liberty Square Dr,1,4,0,0,3,,1000 block of Liberty Square Dr,,,,No_Match,,,,,
3052758,"October 21, 2024",Washington,Fall City,7715 Lake Alice Rd SE,5,1,0,0,1,,"47.531721, -121.883430","https://www.google.com/maps?q=47.53172090221,-121.883430081916",47.53172090221,-121.883430081916,Match,"7715 LAKE ALICE RD SE, FALL CITY, WA, 98024",King,033,53,"King, 53"
3052028,"October 20, 2024",Tennessee,Jackson,2310 N Highland Ave,1,8,0,0,1,,"35.666810, -88.829086","https://www.google.com/maps?q=35.666810224649,-88.829086140464",35.666810224649,-88.829086140464,Match,"2310 N HIGHLAND AVE, JACKSON, TN, 38305",Madison,113,47,"Madison, 47"
3051984,"October 20, 2024",Louisiana,Baton Rouge,9702 Greenwell Springs Rd,1,5,0,0,1,,9702 Greenwell Springs Rd,,,,No_Match,,,,,
3051041,"October 19, 2024",Pennsylvania,Philadelphia,2517 N Jessup St,0,7,0,0,0,,"39.990522, -75.150343","https://www.google.com/maps?q=39.990522086803,-75.150343095809",39.990522086803,-75.150343095809,Match,"2517 N JESSUP ST, PHILADELPHIA, PA, 19133",Philadelphia,101,42,"Philadelphia, 42"
3051689,"October 19, 2024",Indiana,Fort Wayne,4911 Manistee Dr,0,10,1,0,0,,"41.125791, -85.076902","https://www.google.com/maps?q=41.125790982745,-85.07690152658",41.125790982745,-85.07690152658,Match,"4911 MANISTEE DR, FORT WAYNE, IN, 46835",Allen,003,18,"Allen, 18"
3051717,"October 19, 2024",Georgia,Albany,504 College Dr,1,4,0,0,1,,"31.573321, -84.144620","https://www.google.com/maps?q=31.57332085985,-84.14462032697",31.57332085985,-84.14462032697,Match,"504 COLLEGE DR, ALBANY, GA, 31705",Dougherty,095,13,"Dougherty, 13"
3050940,"October 19, 2024",Mississippi,Lexington,24904 MS-17,3,8,0,0,0,,"33.206271, -90.043696","https://www.google.com/maps?q=33.206270775718,-90.04369601038",33.206270775718,-90.04369601038,Match,"24904 STATE HWY 17, LEXINGTON, MS, 39095",Holmes,051,28,"Holmes, 28"
3047186,"October 14, 2024",Michigan,Detroit,Haverhill St and Southampton St,1,3,0,0,0,,"42.404608, -82.945035","https://www.google.com/maps?q=42.404607806966,-82.945035111616",42.404607806966,-82.945035111616,Match,"HAVERHILL ST & SOUTHAMPTON ST, DETROIT, MI, 48224",Wayne,163,26,"Wayne, 26"
3047310,"October 12, 2024",Georgia,Elberton,Evergreen Dr,1,7,0,0,8,,Evergreen Dr,,,,No_Match,,,,,
3045998,"October 12, 2024",Tennessee,Nashville,Jefferson St and 27th Ave,0,7,1,2,4,,Jefferson St and 27th Ave,,,,No_Match,,,,,
3045675,"October 12, 2024",Oklahoma,Oklahoma City,5878 S Agnew Ave,1,11,0,3,3,,"35.407338, -97.555080","https://www.google.com/maps?q=35.407337841213,-97.555079807789",35.407337841213,-97.555079807789,Match,"5878 S AGNEW AVE, OKLAHOMA CITY, OK, 73119",Oklahoma,109,40,"Oklahoma, 40"
3046124,"October 12, 2024",Ohio,Cleveland (East Cleveland),15449 Euclid Ave,1,4,0,0,0,,"41.538423, -81.573510","https://www.google.com/maps?q=41.538423458284,-81.573509509273",41.538423458284,-81.573509509273,Match,"15449 EUCLID AVE, EAST CLEVELAND, OH, 44112",Cuyahoga,035,39,"Cuyahoga, 39"
3046477,"October 11, 2024",South Carolina,Newberry,1400 block of Martin St,0,4,0,0,0,,"34.275816, -81.618943","https://www.google.com/maps?q=34.275815986586,-81.61894318668",34.275815986586,-81.61894318668,Match,"1400 MARTIN ST, NEWBERRY, SC, 29108",Newberry,071,45,"Newberry, 45"
3044413,"October 9, 2024",Missouri,Kansas City,315 Westport Rd,0,4,0,1,1,,"39.053739, -94.589449","https://www.google.com/maps?q=39.053738545642,-94.589448753029",39.053738545642,-94.589448753029,Match,"315 WESTPORT RD, KANSAS CITY, MO, 64111",Jackson,095,29,"Jackson, 29"
3041753,"October 6, 2024",Texas,Fort Worth,100 block of NW 24th St,1,3,0,0,1,,"32.788157, -97.349215","https://www.google.com/maps?q=32.788157069406,-97.349214741235",32.788157069406,-97.349214741235,Match,"100 NW 24TH ST, FORT WORTH, TX, 76164",Tarrant,439,48,"Tarrant, 48"
3041259,"October 5, 2024",Oklahoma,Oklahoma City,208 Johnny Bench Dr,0,4,0,0,3,,208 Johnny Bench Dr,,,,No_Match,,,,,
3040192,"October 4, 2024",California,Redding,6438 Westside Rd,2,3,0,0,1,,"40.521479, -122.382590","https://www.google.com/maps?q=40.521479068893,-122.382589767866",40.521479068893,-122.382589767866,Match,"6438 WESTSIDE RD, REDDING, CA, 96001",Shasta,089,06,"Shasta, 06"
3037386,"September 29, 2024",Georgia,Atlanta,2500 block of Gresham Rd,1,3,0,0,0,,2500 block of Gresham Rd,,,,No_Match,,,,,
3036427,"September 29, 2024",Virginia,Danville,510 Spring St,1,3,0,0,1,,"36.588574, -79.393348","https://www.google.com/maps?q=36.588573650131,-79.393348107427",36.588573650131,-79.393348107427,Match,"510 SPRING ST, DANVILLE, VA, 24541",Danville,590,51,"Danville, 51"
3037002,"September 28, 2024",North Carolina,Henderson,1110 S Garnett St,0,5,0,0,0,,"36.321188, -78.412990","https://www.google.com/maps?q=36.321188471673,-78.412990166265",36.321188471673,-78.412990166265,Match,"1110 S GARNETT ST, HENDERSON, NC, 27536",Vance,181,37,"Vance, 37"
3036055,"September 28, 2024",District of Columbia,Washington,2700 block of Langston Pl SE,1,3,0,0,0,,"38.856827, -76.971741","https://www.google.com/maps?q=38.856826513554,-76.971741468575",38.856826513554,-76.971741468575,Match,"2700 LANGSTON PL SE, WASHINGTON, DC, 20020",District of Columbia,001,11,"District of Columbia, 11"
3037040,"September 27, 2024",South Carolina,Woodruff,115 Griffin Rd,3,1,0,0,0,,"34.714489, -82.044605","https://www.google.com/maps?q=34.71448898282,-82.044605398102",34.71448898282,-82.044605398102,Match,"115 GRIFFIN RD, WOODRUFF, SC, 29388",Spartanburg,083,45,"Spartanburg, 45"
