Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,Coordinate_Display,Google_Maps_Link,Latitude,Longitude,Geocoding Match,Matched Address
2492253,"December 31, 2022",Alabama,Mobile,200 block of Dauphin St,1,7,0,1,1,,"30.691590, -88.042988","https://www.google.com/maps?q=30.6915900973,-88.04298756309",30.6915900973,-88.04298756309,Match,"200 DAUPHIN ST, MOBILE, AL, 36602"
2491656,"December 31, 2022",Arizona,Phoenix,4201 N 19th Ave,0,9,0,0,0,,"33.496456, -112.099830","https://www.google.com/maps?q=33.496455844444,-112.09982976734",33.496455844444,-112.09982976734,Match,"4201 N 19TH AVE, PHOENIX, AZ, 85015"
2491054,"December 30, 2022",Tennessee,Memphis,E Brooks Rd,1,3,0,0,0,,E Brooks Rd,,,,No_Match,
2490925,"December 30, 2022",Texas,Humble,4800 block of Park Square Ln,2,3,0,0,0,,"29.937902, -95.255279","https://www.google.com/maps?q=29.937901566363,-95.255279164264",29.937901566363,-95.255279164264,Match,"4800 PARK SQUARE LN, HUMBLE, TX, 77396"
2489614,"December 28, 2022",New York,Bronx,851 E Tremont Ave,1,3,0,0,2,,"40.843035, -73.886176","https://www.google.com/maps?q=40.843034767685,-73.886175681419",40.843034767685,-73.886175681419,Match,"851 E TREMONT AVE, BRONX, NY, 10460"
2490150,"December 28, 2022",Texas,Dallas,9500 block of Scyene Rd,0,6,0,0,0,,"32.763211, -96.659607","https://www.google.com/maps?q=32.763211010716,-96.659607281674",32.763211010716,-96.659607281674,Match,"9500 SCYENE RD, DALLAS, TX, 75227"
2488952,"December 27, 2022",District of Columbia,Washington,2300 block of Pennsylvania Ave SE,0,4,0,0,0,,2300 block of Pennsylvania Ave SE,,,,No_Match,
2489345,"December 27, 2022",Ohio,Columbus,900 block of Bellows Ave,0,5,0,0,0,,"39.952106, -83.023257","https://www.google.com/maps?q=39.952106387138,-83.023256669452",39.952106387138,-83.023256669452,Match,"900 BELLOWS AVE, COLUMBUS, OH, 43223"
2489124,"December 27, 2022",California,Eureka,4000 block of Crane St,2,2,0,0,1,,4000 block of Crane St,,,,No_Match,
2488209,"December 26, 2022",Louisiana,New Orleans,2031 St Maurice Ave,2,4,0,0,1,,"29.968532, -90.005712","https://www.google.com/maps?q=29.968531989847,-90.005711624002",29.968531989847,-90.005711624002,Match,"2031 SAINT MAURICE AVE, NEW ORLEANS, LA, 70117"
2487989,"December 24, 2022",Mississippi,Columbus,90 block of Luxapalila Dr,1,3,0,1,1,,"33.506478, -88.398451","https://www.google.com/maps?q=33.506477509644,-88.398451163001",33.506477509644,-88.398451163001,Match,"90 LUXAPALILA DR, COLUMBUS, MS, 39701"
2487517,"December 23, 2022",Kansas,Wichita,900 block of S Mission Rd,2,2,0,0,2,,"37.671875, -97.260454","https://www.google.com/maps?q=37.671875115433,-97.260453606728",37.671875115433,-97.260453606728,Match,"900 S MISSION RD, WICHITA, KS, 67207"
2485011,"December 19, 2022",Florida,Lake City,NW Dixie Ave and NW Wright Ln,0,5,0,0,0,,"30.199211, -82.641569","https://www.google.com/maps?q=30.199210799762,-82.641569464873",30.199210799762,-82.641569464873,Match,"NW DIXIE AVE & NW WRIGHT LN, LAKE CITY, FL, 32055"
2484083,"December 18, 2022",California,Santa Ana,2112 S Main St,1,3,0,0,3,,"33.720180, -117.867946","https://www.google.com/maps?q=33.720180314759,-117.867945583315",33.720180314759,-117.867945583315,Match,"2112 S MAIN ST, SANTA ANA, CA, 92707"
2483594,"December 18, 2022",Oklahoma,Oklahoma City,311 S Klein Ave,0,4,0,0,0,,"35.463185, -97.532787","https://www.google.com/maps?q=35.463185249025,-97.53278709238",35.463185249025,-97.53278709238,Match,"311 S KLEIN AVE, OKLAHOMA CITY, OK, 73108"
2483489,"December 17, 2022",Georgia,Atlanta,3000 Continental Colony Pkwy SW,2,3,0,0,1,,"33.685055, -84.492231","https://www.google.com/maps?q=33.685054530079,-84.492230878437",33.685054530079,-84.492230878437,Match,"3000 CONTINENTAL COLONY PKWY SW, ATLANTA, GA, 30331"
2483188,"December 16, 2022",Georgia,Valdosta,611 E Ann St,2,2,0,0,1,,"30.845040, -83.277636","https://www.google.com/maps?q=30.845039995655,-83.277635597671",30.845039995655,-83.277635597671,Match,"611 E ANN ST, VALDOSTA, GA, 31601"
2482288,"December 16, 2022",Illinois,Chicago,2150 S Laflin St,2,2,0,0,1,,"41.854125, -87.663739","https://www.google.com/maps?q=41.854124831484,-87.663738576189",41.854124831484,-87.663738576189,Match,"2150 S LAFLIN ST, CHICAGO, IL, 60608"
2483108,"December 16, 2022",Texas,Dallas,2691 John West Rd,0,5,0,0,0,,"32.807150, -96.668353","https://www.google.com/maps?q=32.807149597426,-96.66835290306",32.807149597426,-96.66835290306,Match,"2691 JOHN WEST RD, DALLAS, TX, 75228"
2482711,"December 16, 2022",Tennessee,Memphis,831 Springdale Run Dr,0,5,0,0,0,,"35.158448, -89.973777","https://www.google.com/maps?q=35.158447829375,-89.973776877398",35.158447829375,-89.973776877398,Match,"831 SPRINGDALE RUN DR, MEMPHIS, TN, 38108"
2480430,"December 13, 2022",New York,Rochester,Atlantic Ave and Illinois St,1,3,0,1,2,,"43.156665, -77.560724","https://www.google.com/maps?q=43.156665421984,-77.560723740959",43.156665421984,-77.560723740959,Match,"ATLANTIC AVE & ILLINOIS ST, ROCHESTER, NY, 14609"
2479678,"December 12, 2022",New York,Bronx,388 E 141st St,0,4,0,0,0,,"40.811140, -73.921898","https://www.google.com/maps?q=40.811140325204,-73.921898156115",40.811140325204,-73.921898156115,Match,"388 E 141ST ST, BRONX, NY, 10454"
2478664,"December 11, 2022",Illinois,Chicago,3235 N Central Ave,3,1,0,0,1,,"41.939546, -87.766456","https://www.google.com/maps?q=41.939546494583,-87.766456123494",41.939546494583,-87.766456123494,Match,"3235 N CENTRAL AVE, CHICAGO, IL, 60634"
